text,label
Heidi and Jillian are both wonderful with guests. Very warm and hospitable. Barbara and Elizabeth were so gracious with serving breakfast| which was an incredible value in quality of food and selection. Property really nice and location AWESOME. Right in the heart of the city. Only complaint is the sofa bed. Terribly uncomfortable. All springs and no mattress. Heidi sent multiple pillow toppers which did help some. Overall| great stay.,1
Very straight forward check-in & check-out in safe & secure building. Apartment style room was very clean| well lit| spacious and well maintained with daily housekeeping. The kitchenette is a great facility with a hob| refrigerator| coffee / tea maker| cutlery| pots & pans etc. and good storage for food etc. The hotel is well located with shops for groceries nearby and only a 5 minute walk from Michigan Avenue. Ideal location for visiting the major tourist attractions and the Big Bus Tour have a stop within a 5 minute walk. The red line metro has a stop only a minute walk from the hotel but its location makes it easy to walk anywhere in the city centre. Would highly recommend this hotel and will stay again on my next visit to Chicago.,1
We will definitely return if/when we visit Chicago again!!,1
Our family of 4 had a wonderful stay in Chicago at home wood suites. The breakfast was different each day which was so nice. It was very clean and the location was in the middle of everything we came to visit.,1
We loved our stay here!  We plan on using Homewood Duites again!  Really good location with a lot of great restaurants within walking distance.  The included breakfast was very tasty as well!  We laughed so hard playing at the pool at the end of each day!,1
Nice view| reasonable price.,1
Very nice hotel| just minutes away from shopping and attractions,1
This was the worst hotel I ever been the bathroom was so nasty smells like urine  the shower  was  full with mold  they don't clean the rooms daily you have to call and request cleaning 24 hr before BUT NO ONE TELLS YOU ANYTHING AND WHEN YOU CALL TO REQUEST CLEANING SERVICES OR CLEAN AND DRY TOWELS FRON DESK GOT UPSET AND HE TOLD ME BECAUSE OF COVID 19 THEN THE SUPERVISOR VOLUNTARILY OFFER $50 CORTESY CREDIT AND when we check out THE CREDIT WAS ONLY $20 A JOKE SO WILL NEVER GO THERE AGAIN THIS IS GOING TO BE SHARE IN SOCIAL MEDIA I WAS IN SAN FRANCISCO 2 WEEKS AGO AT THE HYATT AND IT WAS CLEAN AND THEY MAKe MY ROOM EVERY DAY WITH OUT ME ASKING FOR IT AND THE BATHROOM DID NOT SMELL LIKE URINE  HORRIBLE CUSTOMER SERVICE!!!,0
I thought it was a great place to stay for the price and location!,1
Location and cleanliness,1
Hotel stay was great close to almost everything only issue was $50 self parking.,1
Not much,1
The customer service at check-in and checkout was the worst I have ever experienced in my 10 years of being a Hilton Honors member. The staff were rude and impolite for the entire stay| it was absolutely ridiculous. During checkout they tried to charge me for two parking spaces while I repeatedly said I only had one car. I had to ask three times for the copy of the invoice for my second room. Finally| the attendant threw the invoice at me| turned around and started trash talking to the other attendants directly in front of me. Would strongly recommend not booking a stay at this hotel unless you want to be bullied by the staff.,0
We had a great time.  The hotel is right in the middle of everything.  Great access to get anywhere.  The concierge at the front desk was amazing (the gentleman with salt and pepper hair and glasses).. He gave us great directions and helped us find good restaurants to eat and places to shop. When we were going out for an adventure he made sure we had water.  He always greeted us with a wonderful smile and always wished us a good day.  We will be staying here again on our next trip.  Great people all around.,1
