review,date,rating
There's some renovations going on that we didn't know about. There's only two small elevators so the wait times are significant. The room was clean but clearly very dated. Carpets could use a face lift. It's a no frills hotel getting more than its share of benefit from the Hilton brand.,Jul 16| 2018,3
Expedia| unfortunately| messed up our reservations. Their inventory did not match the hotel's room inventory so we did not get the two double bedrooms like we ordered. Thankfully| DoubleTree still was able to accommodate us and they placed us in one double bedroom and two king bedrooms at no extra cost. The staff overall was excellent and very nice! We didn't eat the breakfast but from what I could tell it was nice and it was always packed in the mornings.It was centrally located for the most part. Within walking distances to a lot of sights like the Empire State Building and stores (Macy's| Nordstrom Rack| H&M|etc.) which was a bonus. Just be aware the streets in Chelsea are not as clean as other areas in NYC so watch your step when walking. If it hasn't been raining and you see a puddle| don't step in it. It's not rain.   The hotel is under renovation at least in the lobby area from what I could see. The rooms definitely need some refurbishing but nonetheless| the beds were comfortable and clean and the showers were great. I probably wouldn't pick this hotel to stay for a long length of time or at least not until their renovations are done. But it was a good bang for your buck.,Jul 16| 2018,3
Great location.  Comfortable beds.  Room and bathroom were small but probably typical for New York.  Staff was very friendly and helpful.,Jul 14| 2018,4
The staff was friendly and helpful|  The hotel is undergoing renovations and was very noisy and congested due to the lobby being closed off.,Jul 11| 2018,3
hotel location is great. But room was awful| too small| bad odor in the room and beds| no success to change the room. Asked to have mini refrigerator without success as well.,Jul 9| 2018,2
Currently under construction so there are only 2 elevators which at one point there was a line just to go up. Lobby was cut in half so it got crowded and crammed. It was also occasionally loud due to the machinery being used. Smaller than I expected but it is NYC so it makes sense. Great location and access to subways and tourist areas. Staff was friendly and helpful. Room had everything we needed and was a nice stay. It wasn’t anything fancy| but it wasn’t bad. If you need a place to rest your head| get in a million showers (with that summer humidty!)| great A/C| nice location| then this place should do it!,Jul 7| 2018,4
Good location| friendly staff| and reasonable parking. Rooms need some updating.,Jul 7| 2018,4
Front desk stuffs are very friendly but housekeeping is not up to the mark of Hilton.,Jul 6| 2018,3
The service is very good and the people are friendly and helpful. Unfortunately this hotel is in need of a refresh| which I expect is going to happen given the scaffolding out front. The bathroom smelled like a gym locker| which we suspected was the shower curtain. The 90+ weather in NYC didn't help. Room was very small as was the bathroom and the sink and furnishings in the bathroom were worn. The towels were also thin and small. The fan in the bathroom was also very loud as was the air conditioner. The location is great| but the hotel needs an upgrade.,Jul 6| 2018,3
It was honestly a complete nightmare. This is my first ever review| of anything - I feel that strongly about how bad this hotel is. The room was so humid that everything felt sticky| no matter how cold we set the temperature. The floors made my bare feet smell like vomit. I had to beg to receive any towels. Every time our room was cleaned| they took all the dirty towels| but didn't replace them with clean ones unless we called to ask multiple times. Even then| we'd get them hours later| or even days later. Couldn't shower on the first night. On the last night| my mother showered and dried herself with hand towels. The rooms were tiny - don't expect to fit 3 or 4 people in a double - it was very tight with only two. There was always a giant line at the elevator. I was completely ignored at the restaurant. The list could go on and on. When I was checking out| I saw multiple people trying to cancel early - guess I wasn't the only one feeling this way.,Jul 5| 2018,1
I did not know the hotel was in middle of a renovation.  that coupled with limited elevators and no AC in the 5th floor hallway was disappointing.  However| your staff more than made up for these things.  Your staff ROCKS!!!,Jul 5| 2018,4
We love staying at the Double Tree wherever we travel. This one was dirty and the room was musty. We asked for room towels twice & the issue was never rectified when we called multiple times. Not the best experience.,Jul 3| 2018,3
Dirty bathroom and room.  The smell was horrible.  Renovations were not completed as stated at time of booking.,Jul 2| 2018,1
UNDER CONSTRUCTION.  Jackhammers and noise| jackhammers and noise . . . pretty awful.,Jun 30| 2018,2
The hotel wasn’t the best for it to be a Hilton. The first night I stayed there they booked someone else for the same room I was in and they walked in on me and my guest. The elevator was broke the whole time I was there which caused a 15 min delay to get to your room. The rooms are very small not for anybody who is big or out of shape. For the price I paid I could’ve stay someone nicer. Valet charged 50.00 a day when you could’ve parked on the street for a cheaper price. A lot of maintenance needs to be done to this hotel,Jun 26| 2018,1
